86.94 4.15023e-09
87.12 3.45853e-09
87.3 7.60876e-09
87.48 5.53364e-09
87.66 6.22535e-09
87.84 5.53364e-09
88.02 5.53364e-09
88.2 7.60876e-09
88.38 4.84194e-09
88.56 8.99217e-09
88.74 5.53364e-09
88.92 1.31424e-08
89.1 8.30046e-09
89.28 6.91705e-09
89.46 5.53364e-09
89.64 8.30046e-09
89.82 9.68387e-09
90 2.28263e-08
90.18 1.72926e-08
90.36 2.76682e-08
90.54 2.83599e-08
90.72 5.53364e-08
90.9 8.71549e-08
91.08 8.78466e-08
91.26 1.20357e-07
91.44 1.43875e-07
91.62 2.16504e-07
91.8 2.82907e-07
91.98 3.9358e-07
92.16 4.56525e-07
92.34 5.76191e-07
92.52 7.27674e-07
92.7 8.68782e-07
92.88 1.04309e-06
93.06 1.32462e-06
93.24 1.56256e-06
93.42 2.00664e-06
93.6 2.6354e-06
93.78 3.0608e-06
93.96 3.73936e-06
94.14 4.42415e-06
94.32 5.52811e-06
94.5 6.76142e-06
94.68 8.30254e-06
94.86 1.03202e-05
95.04 1.27232e-05
95.22 1.52251e-05
95.4 1.85488e-05
95.58 2.23103e-05
95.76 2.69523e-05
95.94 3.2212e-05
96.12 3.82686e-05
96.3 4.60323e-05
96.48 5.50936e-05
96.66 6.55889e-05
96.84 7.77352e-05
97.02 9.14822e-05
97.2 0.000109292
97.38 0.000128998
97.56 0.000153144
97.74 0.000181291
97.92 0.000212053
98.1 0.000247687
98.28 0.000289825
98.46 0.000338379
98.64 0.00039426
98.82 0.000458118
99 0.000531447
99.18 0.000614316
99.36 0.000709397
99.54 0.000820304
99.72 0.000943312
99.9 0.00108053
100.08 0.00124018
100.26 0.00141553
100.44 0.00161853
100.62 0.00184173
100.8 0.00209152
100.98 0.00237516
101.16 0.0026864
101.34 0.00303166
101.52 0.00341657
101.7 0.00384415
101.88 0.00431879
102.06 0.00483132
102.24 0.00539987
102.42 0.00602903
102.6 0.0067106
102.78 0.00745327
102.96 0.00827019
103.14 0.00915144
103.32 0.0101038
103.5 0.011123
103.68 0.0122363
103.86 0.0134251
104.04 0.0147033
104.22 0.0160543
104.4 0.0174999
104.58 0.0190521
104.76 0.0206871
104.94 0.0224088
105.12 0.0242333
105.3 0.026151
105.48 0.0281628
105.66 0.030269
105.84 0.0324577
106.02 0.0347421
106.2 0.0370944
106.38 0.03954
106.56 0.0420537
106.74 0.0446188
106.92 0.047252
107.1 0.0499365
107.28 0.0526666
107.46 0.0554389
107.64 0.0582266
107.82 0.0610158
108 0.0638466
108.18 0.0666285
108.36 0.0693911
108.54 0.0721367
108.72 0.0748138
108.9 0.0774476
109.08 0.0800108
109.26 0.0824611
109.44 0.0848284
109.62 0.0870579
109.8 0.0891767
109.98 0.0911487
110.16 0.0930019
110.34 0.0946686
110.52 0.0961524
110.7 0.0974665
110.88 0.0985981
111.06 0.0995476
111.24 0.100277
111.42 0.100824
111.6 0.101159
111.78 0.101244
111.96 0.10116
112.14 0.100847
112.32 0.100335
112.5 0.0996023
112.68 0.0986559
112.86 0.0975332
113.04 0.096226
113.22 0.0947507
113.4 0.0930849
113.58 0.0912728
113.76 0.0893218
113.94 0.0871969
114.12 0.0849498
114.3 0.0826007
114.48 0.0801394
114.66 0.07759
114.84 0.0749574
115.02 0.0722815
115.2 0.0695509
115.38 0.0667886
115.56 0.063995
115.74 0.0611872
115.92 0.0583674
116.1 0.0555611
116.28 0.0528106
116.46 0.0500707
116.64 0.047383
116.82 0.0447381
117 0.0421672
117.18 0.0396446
117.36 0.0371897
117.54 0.0348232
117.72 0.0325444
117.9 0.0303372
118.08 0.0282359
118.26 0.0262068
118.44 0.0242753
118.62 0.02245
118.8 0.0207158
118.98 0.0190741
119.16 0.017528
119.34 0.0160712
119.52 0.0147083
119.7 0.013428
119.88 0.01224
120.06 0.0111298
120.24 0.0100959
120.42 0.009138
120.6 0.00825989
120.78 0.007453
120.96 0.00670495
121.14 0.00601831
121.32 0.00539132
121.5 0.00482682
121.68 0.00430739
121.86 0.00383806
122.04 0.00340839
122.22 0.00301978
122.4 0.00267159
122.58 0.00236026
122.76 0.00208343
122.94 0.00183239
123.12 0.00160688
123.3 0.00140702
123.48 0.00123053
123.66 0.00107159
123.84 0.000933291
124.02 0.00081073
124.2 0.000703978
124.38 0.000607546
124.56 0.000524782
124.74 0.000449859
124.92 0.000386703
125.1 0.000331578
125.28 0.000284584
125.46 0.000241835
125.64 0.000207072
125.82 0.000176179
126 0.000148569
126.18 0.000126135
126.36 0.00010659
126.54 8.97142e-05
126.72 7.51697e-05
126.9 6.21788e-05
127.08 5.23579e-05
127.26 4.39731e-05
127.44 3.61146e-05
127.62 2.99349e-05
127.8 2.47257e-05
127.98 2.07304e-05
128.16 1.73694e-05
128.34 1.41876e-05
128.52 1.19208e-05
128.7 9.51233e-06
128.88 7.73257e-06
129.06 6.32219e-06
129.24 5.27356e-06
129.42 4.32869e-06
129.6 3.37137e-06
129.78 2.77166e-06
129.96 2.21069e-06
130.14 1.74241e-06
130.32 1.46088e-06
130.5 1.13301e-06
130.68 9.10284e-07
130.86 7.02773e-07
131.04 5.52673e-07
131.22 4.62751e-07
131.4 3.58303e-07
131.58 2.919e-07
131.76 2.26188e-07
131.94 1.59784e-07
132.12 1.43183e-07
132.3 1.00989e-07
132.48 9.40719e-08
132.66 8.36963e-08
132.84 6.70954e-08
133.02 5.18779e-08
133.2 3.5277e-08
133.38 2.14429e-08
133.56 1.59092e-08
133.74 1.59092e-08
133.92 8.30046e-09
134.1 5.53364e-09
134.28 2.76682e-09
134.46 2.76682e-09
134.64 3.45853e-09
134.82 5.53364e-09
135 2.76682e-09
135.18 3.45853e-09
135.36 6.91705e-10
135.54 2.07512e-09
135.72 3.45853e-09
