# column 1: time [ps]
# column 2: msd xyz [A^2]
# column 3: msd x [A^2]
# column 4: msd y [A^2]
# column 5: msd z [A^2]
# column 6: number of samples [-]
0.0005 2.39801e-06 8.0266e-07 7.93169e-07 8.02186e-07 (count: 7.92e+06)
0.001 9.592e-06 3.21062e-06 3.17266e-06 3.20873e-06 (count: 7.91998e+06)
0.0015 2.15818e-05 7.22382e-06 7.13841e-06 7.21957e-06 (count: 7.91997e+06)
0.002 3.83671e-05 1.28422e-05 1.26903e-05 1.28346e-05 (count: 7.91995e+06)
0.0025 5.99477e-05 2.00655e-05 1.98283e-05 2.00538e-05 (count: 7.91994e+06)
0.003 8.63228e-05 2.88938e-05 2.85522e-05 2.88769e-05 (count: 7.91992e+06)
0.0035 0.000117492 3.93267e-05 3.88618e-05 3.93037e-05 (count: 7.9199e+06)
0.004 0.000153455 5.1364e-05 5.07569e-05 5.1334e-05 (count: 7.91989e+06)
0.0045 0.00019421 6.50055e-05 6.42372e-05 6.49675e-05 (count: 7.91987e+06)
0.005 0.000239757 8.02508e-05 7.93024e-05 8.02039e-05 (count: 7.91986e+06)
0.0055 0.000290095 9.70997e-05 9.59522e-05 9.70429e-05 (count: 7.91984e+06)
0.006 0.000345222 0.000115552 0.000114186 0.000115484 (count: 7.91982e+06)
0.0065 0.000405138 0.000135606 0.000134004 0.000135527 (count: 7.91981e+06)
0.007 0.00046984 0.000157264 0.000155405 0.000157171 (count: 7.91979e+06)
0.0075 0.000539328 0.000180522 0.00017839 0.000180417 (count: 7.91978e+06)
0.008 0.000613601 0.000205383 0.000202956 0.000205262 (count: 7.91976e+06)
0.0085 0.000692655 0.000231843 0.000229105 0.000231707 (count: 7.91974e+06)
0.009 0.000776491 0.000259905 0.000256834 0.000259752 (count: 7.91973e+06)
0.0095 0.000865105 0.000289565 0.000286145 0.000289394 (count: 7.91971e+06)
0.01 0.000958496 0.000320825 0.000317036 0.000320635 (count: 7.9197e+06)
0.0105 0.00105666 0.000353683 0.000349506 0.000353473 (count: 7.91968e+06)
0.011 0.0011596 0.000388138 0.000383554 0.000387907 (count: 7.91966e+06)
0.0115 0.00126731 0.00042419 0.000419181 0.000423937 (count: 7.91965e+06)
0.012 0.00137979 0.000461838 0.000456385 0.000461562 (count: 7.91963e+06)
0.0125 0.00149702 0.000501072 0.000495165 0.000500781 (count: 316784)
0.025 0.00596757 0.00199747 0.00197397 0.00199613 (count: 316768)
0.0375 0.0133519 0.00446936 0.00441692 0.00446565 (count: 316752)
0.05 0.0235559 0.00788547 0.00779329 0.00787713 (count: 316736)
0.0625 0.0364572 0.0122052 0.0120632 0.0121888 (count: 316720)
