220 1155.97735  6.73919
220 14.84915    2.40276

230 1119.04219  15.48435
230 22.35087    4.81514

240 1080.55499  8.63291 
240 31.75686    5.05971

250 44.46181    5.56257
250 1036.71117  9.35140

260 992.76129  28.73683
260 61.65550   10.03808

270 953.90030  17.40471
270 89.33138    9.60392

280 886.55104  23.56713
280 116.51106  19.61998
