# column 1: time [ps]
# column 2: msd xyz [A^2]
# column 3: msd x [A^2]
# column 4: msd y [A^2]
# column 5: msd z [A^2]
# column 6: number of samples [-]
0.0005 1.31717e-05 4.40776e-06 4.37311e-06 4.39085e-06 (count: 3.92e+07)
0.001 5.26851e-05 1.76304e-05 1.74918e-05 1.75628e-05 (count: 3.91998e+07)
0.0015 0.000118535 3.96662e-05 3.93544e-05 3.95142e-05 (count: 3.91997e+07)
0.002 0.000210712 7.05122e-05 6.99579e-05 7.02419e-05 (count: 3.91995e+07)
0.0025 0.000329204 0.000110164 0.000109298 0.000109742 (count: 3.91994e+07)
0.003 0.000473995 0.000158617 0.00015737 0.000158009 (count: 3.91992e+07)
0.0035 0.000645065 0.000215863 0.000214166 0.000215036 (count: 3.9199e+07)
0.004 0.000842391 0.000281896 0.00027968 0.000280815 (count: 3.91989e+07)
0.0045 0.00106595 0.000356706 0.000353903 0.000355339 (count: 3.91987e+07)
0.005 0.0013157 0.000440283 0.000436824 0.000438596 (count: 3.91986e+07)
0.0055 0.00159162 0.000532616 0.000528432 0.000530575 (count: 3.91984e+07)
0.006 0.00189367 0.000633692 0.000628715 0.000631265 (count: 3.91982e+07)
0.0065 0.00222181 0.000743498 0.00073766 0.000740651 (count: 3.91981e+07)
0.007 0.00257599 0.000862019 0.000855252 0.000858718 (count: 3.91979e+07)
0.0075 0.00295617 0.000989239 0.000981475 0.000985452 (count: 3.91978e+07)
0.008 0.00336229 0.00112514 0.00111631 0.00112083 (count: 3.91976e+07)
0.0085 0.0037943 0.00126971 0.00125975 0.00126485 (count: 3.91974e+07)
0.009 0.00425214 0.00142292 0.00141176 0.00141747 (count: 3.91973e+07)
0.0095 0.00473576 0.00158475 0.00157233 0.00157869 (count: 3.91971e+07)
0.01 0.00524508 0.00175519 0.00174143 0.00174847 (count: 3.9197e+07)
0.0105 0.00578005 0.0019342 0.00191905 0.0019268 (count: 3.91968e+07)
0.011 0.00634058 0.00212177 0.00210515 0.00211365 (count: 3.91966e+07)
0.0115 0.00692661 0.00231787 0.00229973 0.00230901 (count: 3.91965e+07)
0.012 0.00753805 0.00252248 0.00250274 0.00251283 (count: 3.91963e+07)
0.0125 0.00817484 0.00273556 0.00271417 0.00272512 (count: 1.56784e+06)
0.025 0.0320325 0.0107185 0.0106362 0.0106778 (count: 1.56768e+06)
0.0375 0.0697364 0.0233331 0.0231587 0.0232445 (count: 1.56752e+06)
0.05 0.118683 0.0397068 0.0394208 0.0395552 (count: 1.56736e+06)
0.0625 0.175965 0.0588662 0.0584607 0.0586382 (count: 1.5672e+06)
0.075 0.238766 0.0798688 0.0793454 0.0795514 (count: 1.56704e+06)
0.0875 0.304621 0.101892 0.101258 0.101471 (count: 1.56688e+06)
0.1 0.371557 0.124277 0.123543 0.123737 (count: 1.56672e+06)
0.1125 0.438111 0.146538 0.145711 0.145861 (count: 1.56656e+06)
