14.9818 0.00055
16 0.00055
16.9455 0.00385
17.9636 0.0154
18.9818 0.01815
20 0.0473
20.9455 0.0748
21.9636 0.1287
22.9818 0.19745
24 0.27775
24.9455 0.37455
25.9636 0.49885
26.9818 0.63965
28 0.78925
28.9455 0.88605
29.9636 0.99605
30.9818 1.04885
32 1.11375
32.9455 1.0582
33.9636 1.01145
34.9818 0.9504
36 0.80795
36.9455 0.72435
37.9636 0.5445
38.9818 0.41525
40 0.3311
40.9455 0.2607
41.9636 0.1848
42.9818 0.1276
44 0.08415
44.9455 0.06545
45.9636 0.0341
46.9818 0.01595
48 0.01265
48.9455 0.00605
49.9636 0.00165
50.9818 0.00165
52.9455 0.00055
